sentence,word,label
Mujhe office se late night tak rukna pada kal,tak,URD
Mujhe office se late night tak rukna pada kal,rukna,URD
Mujhe office se late night tak rukna pada kal,pada,URD
Mujhe office se late night tak rukna pada kal,kal,URD
"Chalo kal movie dekhne chalte hain, it's been a while",Chalo,URD
"Chalo kal movie dekhne chalte hain, it's been a while",kal,URD
"Chalo kal movie dekhne chalte hain, it's been a while",movie,MIX
"Chalo kal movie dekhne chalte hain, it's been a while",dekhne,URD
"Chalo kal movie dekhne chalte hain, it's been a while",chalte,URD
"Chalo kal movie dekhne chalte hain, it's been a while",hain,URD
"Chalo kal movie dekhne chalte hain, it's been a while",it's,ENG
"Chalo kal movie dekhne chalte hain, it's been a while",been,ENG
"Chalo kal movie dekhne chalte hain, it's been a while",a,ENG
"Chalo kal movie dekhne chalte hain, it's been a while",while,ENG
I can't believe uska result itna acha aya hai,I,ENG
I can't believe uska result itna acha aya hai,can't,ENG
I can't believe uska result itna acha aya hai,believe,ENG
I can't believe uska result itna acha aya hai,uska,URD
I can't believe uska result itna acha aya hai,result,MIX
I can't believe uska result itna acha aya hai,itna,URD
I can't believe uska result itna acha aya hai,acha,URD
I can't believe uska result itna acha aya hai,aya,URD
I can't believe uska result itna acha aya hai,hai,URD
"Bhai please help kar do, I am stuck on this problem",Bhai,URD
"Bhai please help kar do, I am stuck on this problem",please,ENG
"Bhai please help kar do, I am stuck on this problem",help,ENG
"Bhai please help kar do, I am stuck on this problem",kar,URD
"Bhai please help kar do, I am stuck on this problem",do,URD
"Bhai please help kar do, I am stuck on this problem",I,ENG
"Bhai please help kar do, I am stuck on this problem",am,ENG
"Bhai please help kar do, I am stuck on this problem",stuck,ENG
"Bhai please help kar do, I am stuck on this problem",on,ENG
"Bhai please help kar do, I am stuck on this problem",this,ENG
"Bhai please help kar do, I am stuck on this problem",problem,ENG
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",Kal,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",raat,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",bohot,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",tez,ENG
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",baarish,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",thi,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",poora,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",ghar,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",bheeg,URD
"Kal raat bohot tez baarish thi, poora ghar bheeg gaya",gaya,URD
"She is not replying to my messages, pata nahi kya hua",She,ENG
"She is not replying to my messages, pata nahi kya hua",is,ENG
"She is not replying to my messages, pata nahi kya hua",not,ENG
"She is not replying to my messages, pata nahi kya hua",replying,ENG
"She is not replying to my messages, pata nahi kya hua",to,ENG
"She is not replying to my messages, pata nahi kya hua",my,ENG
"She is not replying to my messages, pata nahi kya hua",messages,MIX
"She is not replying to my messages, pata nahi kya hua",pata,URD
"She is not replying to my messages, pata nahi kya hua",nahi,URD
"She is not replying to my messages, pata nahi kya hua",kya,URD
"She is not replying to my messages, pata nahi kya hua",hua,URD
Mujhe lagta hai this decision bilkul sahi tha,Mujhe,URD
Mujhe lagta hai this decision bilkul sahi tha,lagta,URD
Mujhe lagta hai this decision bilkul sahi tha,hai,URD
Mujhe lagta hai this decision bilkul sahi tha,this,ENG
Mujhe lagta hai this decision bilkul sahi tha,decision,ENG
Mujhe lagta hai this decision bilkul sahi tha,bilkul,URD
Mujhe lagta hai this decision bilkul sahi tha,sahi,URD
Mujhe lagta hai this decision bilkul sahi tha,tha,URD
Aaj office jaate hue rasta hi bhool gaya,Aaj,URD
Aaj office jaate hue rasta hi bhool gaya,office,MIX
Aaj office jaate hue rasta hi bhool gaya,jaate,URD
Aaj office jaate hue rasta hi bhool gaya,hue,URD
Aaj office jaate hue rasta hi bhool gaya,rasta,URD
Aaj office jaate hue rasta hi bhool gaya,hi,URD
Aaj office jaate hue rasta hi bhool gaya,bhool,URD
Aaj office jaate hue rasta hi bhool gaya,gaya,URD
I think ye plan actually work kar sakta hai,I,ENG
I think ye plan actually work kar sakta hai,think,ENG
I think ye plan actually work kar sakta hai,ye,URD
I think ye plan actually work kar sakta hai,plan,MIX
I think ye plan actually work kar sakta hai,actually,ENG
I think ye plan actually work kar sakta hai,work,ENG
I think ye plan actually work kar sakta hai,kar,URD
I think ye plan actually work kar sakta hai,sakta,URD
I think ye plan actually work kar sakta hai,hai,URD
"Bhai party kab hai, mujhe bhi invite karo",Bhai,URD
"Bhai party kab hai, mujhe bhi invite karo",party,MIX
"Bhai party kab hai, mujhe bhi invite karo",kab,URD
"Bhai party kab hai, mujhe bhi invite karo",hai,URD
"Bhai party kab hai, mujhe bhi invite karo",mujhe,URD
"Bhai party kab hai, mujhe bhi invite karo",bhi,URD
"Bhai party kab hai, mujhe bhi invite karo",invite,ENG
"Bhai party kab hai, mujhe bhi invite karo",karo,URD
"Kal se gym join kar rahi hoon, let's stay consistent",Kal,URD
"Kal se gym join kar rahi hoon, let's stay consistent",se,URD
"Kal se gym join kar rahi hoon, let's stay consistent",gym,MIX
"Kal se gym join kar rahi hoon, let's stay consistent",join,ENG
"Kal se gym join kar rahi hoon, let's stay consistent",kar,URD
"Kal se gym join kar rahi hoon, let's stay consistent",rahi,URD
"Kal se gym join kar rahi hoon, let's stay consistent",hoon,URD
"Kal se gym join kar rahi hoon, let's stay consistent",let's,ENG
"Kal se gym join kar rahi hoon, let's stay consistent",stay,ENG
"Kal se gym join kar rahi hoon, let's stay consistent",consistent,ENG
Uski baat sun kar mujhe bohot bura laga,Uski,URD
Uski baat sun kar mujhe bohot bura laga,baat,URD
Uski baat sun kar mujhe bohot bura laga,sun,URD
Uski baat sun kar mujhe bohot bura laga,kar,URD
Uski baat sun kar mujhe bohot bura laga,mujhe,URD
Uski baat sun kar mujhe bohot bura laga,bohot,URD
Uski baat sun kar mujhe bohot bura laga,bura,URD
Uski baat sun kar mujhe bohot bura laga,laga,URD
"This weekend let's just relax, koi plan nahi banate",This,ENG
"This weekend let's just relax, koi plan nahi banate",weekend,ENG
"This weekend let's just relax, koi plan nahi banate",let's,ENG
"This weekend let's just relax, koi plan nahi banate",just,ENG
"This weekend let's just relax, koi plan nahi banate",relax,ENG
"This weekend let's just relax, koi plan nahi banate",koi,URD
"This weekend let's just relax, koi plan nahi banate",plan,MIX
"This weekend let's just relax, koi plan nahi banate",nahi,URD
"This weekend let's just relax, koi plan nahi banate",banate,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",Mujhe,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",abhi,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",thora,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",time,MIX
"Mujhe abhi thora time chahiye, phir baat karte hain",chahiye,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",phir,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",baat,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",karte,URD
"Mujhe abhi thora time chahiye, phir baat karte hain",hain,URD
"Kal ka trip cancel ho gaya, weather kharab tha",Kal,URD
"Kal ka trip cancel ho gaya, weather kharab tha",ka,URD
"Kal ka trip cancel ho gaya, weather kharab tha",trip,MIX
"Kal ka trip cancel ho gaya, weather kharab tha",cancel,MIX
"Kal ka trip cancel ho gaya, weather kharab tha",ho,URD
"Kal ka trip cancel ho gaya, weather kharab tha",gaya,URD
"Kal ka trip cancel ho gaya, weather kharab tha",weather,ENG
"Kal ka trip cancel ho gaya, weather kharab tha",kharab,URD
"Kal ka trip cancel ho gaya, weather kharab tha",tha,URD
"I just got a job offer, mujhe bohot khushi ho rahi hai",I,ENG
"I just got a job offer, mujhe bohot khushi ho rahi hai",just,ENG
"I just got a job offer, mujhe bohot khushi ho rahi hai",got,ENG
"I just got a job offer, mujhe bohot khushi ho rahi hai",a,ENG
"I just got a job offer, mujhe bohot khushi ho rahi hai",job,ENG
"I just got a job offer, mujhe bohot khushi ho rahi hai",offer,ENG
"I just got a job offer, mujhe bohot khushi ho rahi hai",mujhe,URD
"I just got a job offer, mujhe bohot khushi ho rahi hai",bohot,URD
"I just got a job offer, mujhe bohot khushi ho rahi hai",khushi,URD
"I just got a job offer, mujhe bohot khushi ho rahi hai",ho,URD
"I just got a job offer, mujhe bohot khushi ho rahi hai",rahi,URD
"I just got a job offer, mujhe bohot khushi ho rahi hai",hai,URD
"Bhai tumhe kya lagta hai, should I take this risk",Bhai,URD
"Bhai tumhe kya lagta hai, should I take this risk",tumhe,URD
"Bhai tumhe kya lagta hai, should I take this risk",kya,URD
"Bhai tumhe kya lagta hai, should I take this risk",lagta,URD
"Bhai tumhe kya lagta hai, should I take this risk",hai,URD
"Bhai tumhe kya lagta hai, should I take this risk",should,ENG
"Bhai tumhe kya lagta hai, should I take this risk",I,ENG
"Bhai tumhe kya lagta hai, should I take this risk",take,ENG
"Bhai tumhe kya lagta hai, should I take this risk",this,ENG
"Bhai tumhe kya lagta hai, should I take this risk",risk,ENG
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",Aaj,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",subah,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",se,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",sar,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",dard,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",ho,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",raha,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",hai,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",kuch,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",acha,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",nahi,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",lag,URD
"Aaj subah se sar dard ho raha hai, kuch acha nahi lag raha",raha,URD
"She finally replied after two days, itni deri kyun ki",She,ENG
"She finally replied after two days, itni deri kyun ki",finally,ENG
"She finally replied after two days, itni deri kyun ki",replied,ENG
"She finally replied after two days, itni deri kyun ki",after,ENG
"She finally replied after two days, itni deri kyun ki",two,ENG
"She finally replied after two days, itni deri kyun ki",days,ENG
"She finally replied after two days, itni deri kyun ki",itni,URD
"She finally replied after two days, itni deri kyun ki",deri,URD
"She finally replied after two days, itni deri kyun ki",kyun,URD
"She finally replied after two days, itni deri kyun ki",ki,URD
Mujhe kal important document submit karna hai bhool na jana,Mujhe,URD
Mujhe kal important document submit karna hai bhool na jana,kal,URD
Mujhe kal important document submit karna hai bhool na jana,important,ENG
Mujhe kal important document submit karna hai bhool na jana,document,ENG
Mujhe kal important document submit karna hai bhool na jana,submit,ENG
Mujhe kal important document submit karna hai bhool na jana,karna,URD
Mujhe kal important document submit karna hai bhool na jana,hai,URD
Mujhe kal important document submit karna hai bhool na jana,bhool,URD
Mujhe kal important document submit karna hai bhool na jana,na,URD
Mujhe kal important document submit karna hai bhool na jana,jana,URD
I honestly think we should postpone this meeting,I,ENG
I honestly think we should postpone this meeting,honestly,ENG
I honestly think we should postpone this meeting,think,ENG
I honestly think we should postpone this meeting,we,ENG
I honestly think we should postpone this meeting,should,ENG
I honestly think we should postpone this meeting,postpone,ENG
I honestly think we should postpone this meeting,this,ENG
I honestly think we should postpone this meeting,meeting,MIX
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",Kal,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",maine,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",ek,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",naya,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",restaurant,MIX
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",try,ENG
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",kiya,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",khana,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",bohot,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",acha,URD
"Kal maine ek naya restaurant try kiya, khana bohot acha tha",tha,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",Bhai,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",mujhe,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",thora,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",paisa,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",udhaar,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",chahiye,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",kal,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",wapas,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",kar,URD
"Bhai mujhe thora paisa udhaar chahiye, kal wapas kar dunga",dunga,URD
Uska attitude din ba din kharab hota ja raha hai,Uska,URD
Uska attitude din ba din kharab hota ja raha hai,attitude,ENG
Uska attitude din ba din kharab hota ja raha hai,din,URD
Uska attitude din ba din kharab hota ja raha hai,ba,URD
Uska attitude din ba din kharab hota ja raha hai,din,URD
Uska attitude din ba din kharab hota ja raha hai,kharab,URD
Uska attitude din ba din kharab hota ja raha hai,hota,URD
Uska attitude din ba din kharab hota ja raha hai,ja,URD
Uska attitude din ba din kharab hota ja raha hai,raha,URD
Uska attitude din ba din kharab hota ja raha hai,hai,URD
"Please time par aa jana, warna hum late ho jayenge",Please,ENG
"Please time par aa jana, warna hum late ho jayenge",time,MIX
"Please time par aa jana, warna hum late ho jayenge",par,URD
"Please time par aa jana, warna hum late ho jayenge",aa,URD
"Please time par aa jana, warna hum late ho jayenge",jana,URD
"Please time par aa jana, warna hum late ho jayenge",warna,URD
"Please time par aa jana, warna hum late ho jayenge",hum,URD
"Please time par aa jana, warna hum late ho jayenge",late,ENG
"Please time par aa jana, warna hum late ho jayenge",ho,URD
"Please time par aa jana, warna hum late ho jayenge",jayenge,URD
"I am really proud of you, tumne bohot mehnat ki hai",I,ENG
"I am really proud of you, tumne bohot mehnat ki hai",am,ENG
"I am really proud of you, tumne bohot mehnat ki hai",really,ENG
"I am really proud of you, tumne bohot mehnat ki hai",proud,ENG
"I am really proud of you, tumne bohot mehnat ki hai",of,ENG
"I am really proud of you, tumne bohot mehnat ki hai",you,ENG
"I am really proud of you, tumne bohot mehnat ki hai",tumne,URD
"I am really proud of you, tumne bohot mehnat ki hai",bohot,URD
"I am really proud of you, tumne bohot mehnat ki hai",mehnat,URD
"I am really proud of you, tumne bohot mehnat ki hai",ki,URD
"I am really proud of you, tumne bohot mehnat ki hai",hai,URD
"Kal se naya semester start ho raha hai, excited hoon thora",Kal,URD
"Kal se naya semester start ho raha hai, excited hoon thora",se,URD
"Kal se naya semester start ho raha hai, excited hoon thora",naya,URD
"Kal se naya semester start ho raha hai, excited hoon thora",semester,MIX
"Kal se naya semester start ho raha hai, excited hoon thora",start,ENG
"Kal se naya semester start ho raha hai, excited hoon thora",ho,URD
"Kal se naya semester start ho raha hai, excited hoon thora",raha,URD
"Kal se naya semester start ho raha hai, excited hoon thora",hai,URD
"Kal se naya semester start ho raha hai, excited hoon thora",excited,ENG
"Kal se naya semester start ho raha hai, excited hoon thora",hoon,URD
"Kal se naya semester start ho raha hai, excited hoon thora",thora,URD
Mujhe pata nahi tha ke aaj holiday hai,Mujhe,URD
Mujhe pata nahi tha ke aaj holiday hai,pata,URD
Mujhe pata nahi tha ke aaj holiday hai,nahi,URD
Mujhe pata nahi tha ke aaj holiday hai,tha,URD
Mujhe pata nahi tha ke aaj holiday hai,ke,URD
Mujhe pata nahi tha ke aaj holiday hai,aaj,URD
Mujhe pata nahi tha ke aaj holiday hai,holiday,ENG
Mujhe pata nahi tha ke aaj holiday hai,hai,URD
"He never listens to anyone, hamesha apni marzi karta hai",He,ENG
"He never listens to anyone, hamesha apni marzi karta hai",never,ENG
"He never listens to anyone, hamesha apni marzi karta hai",listens,ENG
"He never listens to anyone, hamesha apni marzi karta hai",to,ENG
"He never listens to anyone, hamesha apni marzi karta hai",anyone,ENG
"He never listens to anyone, hamesha apni marzi karta hai",hamesha,URD
"He never listens to anyone, hamesha apni marzi karta hai",apni,URD
"He never listens to anyone, hamesha apni marzi karta hai",marzi,URD
"He never listens to anyone, hamesha apni marzi karta hai",karta,URD
"He never listens to anyone, hamesha apni marzi karta hai",hai,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",Chalo,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",ab,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",nikalte,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",hain,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",warna,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",traffic,MIX
"Chalo ab nikalte hain, warna traffic mein phas jayenge",mein,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",phas,URD
"Chalo ab nikalte hain, warna traffic mein phas jayenge",jayenge,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",Kal,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",ka,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",interview,MIX
"Kal ka interview kaisa gaya, sab kuch theek raha",kaisa,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",gaya,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",sab,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",kuch,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",theek,URD
"Kal ka interview kaisa gaya, sab kuch theek raha",raha,URD
"I need to submit this report by tonight, bohot pressure hai",I,ENG
"I need to submit this report by tonight, bohot pressure hai",need,ENG
"I need to submit this report by tonight, bohot pressure hai",to,ENG
"I need to submit this report by tonight, bohot pressure hai",submit,ENG
"I need to submit this report by tonight, bohot pressure hai",this,ENG
"I need to submit this report by tonight, bohot pressure hai",report,MIX
"I need to submit this report by tonight, bohot pressure hai",by,ENG
"I need to submit this report by tonight, bohot pressure hai",tonight,ENG
"I need to submit this report by tonight, bohot pressure hai",bohot,URD
"I need to submit this report by tonight, bohot pressure hai",pressure,ENG
"I need to submit this report by tonight, bohot pressure hai",hai,URD
Bhai mujhe tumhari help chahiye is project mein,Bhai,URD
Bhai mujhe tumhari help chahiye is project mein,mujhe,URD
Bhai mujhe tumhari help chahiye is project mein,tumhari,URD
Bhai mujhe tumhari help chahiye is project mein,help,ENG
Bhai mujhe tumhari help chahiye is project mein,chahiye,URD
Bhai mujhe tumhari help chahiye is project mein,is,URD
Bhai mujhe tumhari help chahiye is project mein,project,MIX
Bhai mujhe tumhari help chahiye is project mein,mein,URD
"Uska birthday next week hai, kya gift dena chahiye",Uska,URD
"Uska birthday next week hai, kya gift dena chahiye",birthday,ENG
"Uska birthday next week hai, kya gift dena chahiye",next,ENG
"Uska birthday next week hai, kya gift dena chahiye",week,ENG
"Uska birthday next week hai, kya gift dena chahiye",hai,URD
"Uska birthday next week hai, kya gift dena chahiye",kya,URD
"Uska birthday next week hai, kya gift dena chahiye",gift,ENG
"Uska birthday next week hai, kya gift dena chahiye",dena,URD
"Uska birthday next week hai, kya gift dena chahiye",chahiye,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",Mujhe,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",abhi,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",thora,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",fresh,ENG
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",air,ENG
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",chahiye,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",bahar,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",jaate,URD
"Mujhe abhi thora fresh air chahiye, bahar jaate hain",hain,URD
I honestly don't know what he is thinking right now,I,ENG
I honestly don't know what he is thinking right now,honestly,ENG
I honestly don't know what he is thinking right now,don't,ENG
I honestly don't know what he is thinking right now,know,ENG
I honestly don't know what he is thinking right now,what,ENG
I honestly don't know what he is thinking right now,he,ENG
I honestly don't know what he is thinking right now,is,ENG
I honestly don't know what he is thinking right now,thinking,ENG
I honestly don't know what he is thinking right now,right,ENG
I honestly don't know what he is thinking right now,now,ENG
"Kal humari flight hai, sab kuch pack kar liya hai",Kal,URD
"Kal humari flight hai, sab kuch pack kar liya hai",humari,URD
"Kal humari flight hai, sab kuch pack kar liya hai",flight,MIX
"Kal humari flight hai, sab kuch pack kar liya hai",hai,URD
"Kal humari flight hai, sab kuch pack kar liya hai",sab,URD
"Kal humari flight hai, sab kuch pack kar liya hai",kuch,URD
"Kal humari flight hai, sab kuch pack kar liya hai",pack,ENG
"Kal humari flight hai, sab kuch pack kar liya hai",kar,URD
"Kal humari flight hai, sab kuch pack kar liya hai",liya,URD
"Kal humari flight hai, sab kuch pack kar liya hai",hai,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",Ammi,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",ki,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",tabiyat,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",thori,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",kharab,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",hai,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",doctor,MIX
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",ke,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",paas,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",le,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",jana,URD
"Ammi ki tabiyat thori kharab hai, doctor ke paas le jana hai",hai,URD
Please mujhe is baare mein kuch mat kehna abhi,Please,ENG
Please mujhe is baare mein kuch mat kehna abhi,mujhe,URD
Please mujhe is baare mein kuch mat kehna abhi,is,URD
Please mujhe is baare mein kuch mat kehna abhi,baare,URD
Please mujhe is baare mein kuch mat kehna abhi,mein,URD
Please mujhe is baare mein kuch mat kehna abhi,kuch,URD
Please mujhe is baare mein kuch mat kehna abhi,mat,URD
Please mujhe is baare mein kuch mat kehna abhi,kehna,URD
Please mujhe is baare mein kuch mat kehna abhi,abhi,URD
I think we should just talk it out honestly,I,ENG
I think we should just talk it out honestly,think,ENG
I think we should just talk it out honestly,we,ENG
I think we should just talk it out honestly,should,ENG
I think we should just talk it out honestly,just,ENG
I think we should just talk it out honestly,talk,ENG
I think we should just talk it out honestly,it,ENG
I think we should just talk it out honestly,out,ENG
I think we should just talk it out honestly,honestly,ENG
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",Kal,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",raat,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",late,ENG
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",tak,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",movie,MIX
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",dekhi,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",ab,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",neend,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",nahi,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",aa,URD
"Kal raat late tak movie dekhi, ab neend nahi aa rahi",rahi,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",Bhai,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",tumhara,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",result,MIX
"Bhai tumhara result kab tak aayega, pata hai kuch",kab,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",tak,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",aayega,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",pata,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",hai,URD
"Bhai tumhara result kab tak aayega, pata hai kuch",kuch,URD
"Mujhe office mein promotion mil gayi, alhamdulillah",Mujhe,URD
"Mujhe office mein promotion mil gayi, alhamdulillah",office,MIX
"Mujhe office mein promotion mil gayi, alhamdulillah",mein,URD
"Mujhe office mein promotion mil gayi, alhamdulillah",promotion,ENG
"Mujhe office mein promotion mil gayi, alhamdulillah",mil,URD
"Mujhe office mein promotion mil gayi, alhamdulillah",gayi,URD
"Mujhe office mein promotion mil gayi, alhamdulillah",alhamdulillah,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",This,ENG
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",traffic,MIX
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",jam,ENG
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",is,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",unbelievable,ENG
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",ghar,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",pohanchne,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",mein,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",der,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",ho,URD
"This traffic jam is unbelievable, ghar pohanchne mein der ho jayegi",jayegi,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",Kal,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",se,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",mera,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",diet,MIX
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",plan,MIX
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",start,ENG
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",ho,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",raha,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",hai,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",dekhte,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",hain,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",kya,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",hota,URD
"Kal se mera diet plan start ho raha hai, dekhte hain kya hota hai",hai,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,Uski,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,shaadi,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,ki,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,taiyariyan,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,chal,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,rahi,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,hain,URD
Uski shaadi ki taiyariyan chal rahi hain full swing mein,full,ENG
Uski shaadi ki taiyariyan chal rahi hain full swing mein,swing,ENG
Uski shaadi ki taiyariyan chal rahi hain full swing mein,mein,URD
"I really appreciate your help, tumne bohot support kiya",I,ENG
"I really appreciate your help, tumne bohot support kiya",really,ENG
"I really appreciate your help, tumne bohot support kiya",appreciate,ENG
"I really appreciate your help, tumne bohot support kiya",your,ENG
"I really appreciate your help, tumne bohot support kiya",help,ENG
